restaurant_name,locality,primary_cuisine,price_range,rating_scaled,votes,currency
Pastry Point,vikaspuri,bakery,low,1.0,3,Indian Rupees(Rs.)
Prem Jee Da Dhaba,vikaspuri,north indian,medium,1.0,2,Indian Rupees(Rs.)
Welcome Food Point,vikaspuri,chinese,medium,2.3,26,Indian Rupees(Rs.)
Arora Snacks,vivek vihar,chinese,medium,2.8,14,Indian Rupees(Rs.)
Bansal Mithai Wale,vivek vihar,mithai,low,2.9,5,Indian Rupees(Rs.)
Fabulous Cake Bites,vivek vihar,bakery,medium,3.4,33,Indian Rupees(Rs.)
Garam Masala Food Corner,vivek vihar,north indian,medium,3.3,114,Indian Rupees(Rs.)
Health Buzzz,vivek vihar,healthy food,medium,3.1,7,Indian Rupees(Rs.)
Kumar Pav Bhaji Corner,vivek vihar,fast food,low,3.2,12,Indian Rupees(Rs.)
Le Chef,vivek vihar,chinese,medium,3.0,6,Indian Rupees(Rs.)
Nainy Fast Food,vivek vihar,chinese,medium,3.3,12,Indian Rupees(Rs.)
Platform Nine and Three Quarters,vivek vihar,cafe,medium,2.6,54,Indian Rupees(Rs.)
Pudding & Pie,vivek vihar,bakery,medium,3.1,5,Indian Rupees(Rs.)
Rapture,vivek vihar,bakery,medium,2.5,51,Indian Rupees(Rs.)
Sachdeva Chinese Fast Food,vivek vihar,chinese,medium,3.3,21,Indian Rupees(Rs.)
Simply Cakes,vivek vihar,bakery,medium,3.2,10,Indian Rupees(Rs.)
The Dosa King,vivek vihar,south indian,medium,2.9,4,Indian Rupees(Rs.)
Bhappe Di Hatti,vivek vihar,north indian,medium,3.5,37,Indian Rupees(Rs.)
Cafetorium,vivek vihar,cafe,medium,3.8,122,Indian Rupees(Rs.)
Food Express,vivek vihar,chinese,high,3.6,126,Indian Rupees(Rs.)
Sai Bajaj Restaurant,vivek vihar,chinese,medium,3.6,35,Indian Rupees(Rs.)
The Chimney Bar-Be-Que,vivek vihar,north indian,medium,3.6,26,Indian Rupees(Rs.)
Urban Punjab,vivek vihar,north indian,medium,3.6,168,Indian Rupees(Rs.)
Cheese Bitez Pizza,vivek vihar,fast food,low,1.0,0,Indian Rupees(Rs.)
Goyal Sweets,vivek vihar,mithai,low,1.0,0,Indian Rupees(Rs.)
Gulati's Takeaway,vivek vihar,north indian,medium,1.0,0,Indian Rupees(Rs.)
Jyoti Sweets,vivek vihar,mithai,medium,1.0,0,Indian Rupees(Rs.)
Momos Hi Momos,vivek vihar,chinese,low,1.0,0,Indian Rupees(Rs.)
New Bhappe Di Hatti,vivek vihar,fast food,low,1.0,0,Indian Rupees(Rs.)
Oven Fresh,vivek vihar,bakery,medium,1.0,0,Indian Rupees(Rs.)
Rupa Ice Cream Parlour,vivek vihar,desserts,medium,1.0,1,Indian Rupees(Rs.)
Scoopers 'n' Bakers,vivek vihar,bakery,low,1.0,0,Indian Rupees(Rs.)
South Indian Food Plaza,vivek vihar,south indian,low,1.0,0,Indian Rupees(Rs.)
Super Snacks,vivek vihar,north indian,medium,1.0,0,Indian Rupees(Rs.)
Unique Pastry,vivek vihar,bakery,low,1.0,0,Indian Rupees(Rs.)
Veg Food Express,vivek vihar,north indian,medium,1.0,0,Indian Rupees(Rs.)
Chintamani's Namkeen,vivek vihar,chinese,medium,2.4,29,Indian Rupees(Rs.)
Deltasious,vivek vihar,north indian,medium,2.2,64,Indian Rupees(Rs.)
Tandoori Junction,vivek vihar,north indian,medium,2.4,10,Indian Rupees(Rs.)
Apni Rasoi,wazirpur,north indian,medium,2.6,19,Indian Rupees(Rs.)
Haldiram Bhujiawala,wazirpur,street food,medium,3.4,35,Indian Rupees(Rs.)
Meghraj Food Court,wazirpur,north indian,low,3.0,24,Indian Rupees(Rs.)
Meghraj Sweets,wazirpur,mithai,low,3.2,8,Indian Rupees(Rs.)
Chill Out,wazirpur,ice cream,low,1.0,0,Indian Rupees(Rs.)
Chilli Chinese,wazirpur,chinese,low,1.0,0,Indian Rupees(Rs.)
"34, Chowringhee Lane","west end mall, janak puri",fast food,medium,3.4,86,Indian Rupees(Rs.)
Subway,"west end mall, janak puri",american,medium,2.1,152,Indian Rupees(Rs.)
The Golden Dragon,"west gate mall, rajouri garden",chinese,high,3.5,178,Indian Rupees(Rs.)
KFC,west patel nagar,american,medium,3.4,86,Indian Rupees(Rs.)
Mitra Da Dhaba,west patel nagar,north indian,medium,3.5,216,Indian Rupees(Rs.)
Mr. Sub,west patel nagar,fast food,medium,3.7,83,Indian Rupees(Rs.)
Kennedy's,west patel nagar,chinese,medium,4.1,491,Indian Rupees(Rs.)
Keventers,"worldmark 1, aerocity",beverages,medium,3.1,5,Indian Rupees(Rs.)
Street Foods by Punjab Grill,"worldmark 1, aerocity",street food,medium,3.2,17,Indian Rupees(Rs.)
Subway,"worldmark 1, aerocity",american,medium,3.1,25,Indian Rupees(Rs.)
Wow! Momo,"worldmark 1, aerocity",chinese,medium,3.1,8,Indian Rupees(Rs.)
Biryani Blues,"worldmark 1, aerocity",biryani,high,3.6,22,Indian Rupees(Rs.)
Asia Seven Express,"worldmark 1, aerocity",chinese,medium,1.0,3,Indian Rupees(Rs.)
Bikanervala,"worldmark 1, aerocity",north indian,medium,1.0,3,Indian Rupees(Rs.)
Cafe Huddle,"worldmark 1, aerocity",fast food,medium,1.0,3,Indian Rupees(Rs.)
Chai Garam,"worldmark 1, aerocity",tea,medium,1.0,1,Indian Rupees(Rs.)
Dolce Gelato,"worldmark 1, aerocity",ice cream,medium,1.0,0,Indian Rupees(Rs.)
GoGourmet,"worldmark 1, aerocity",healthy food,medium,1.0,3,Indian Rupees(Rs.)
Karim's,"worldmark 1, aerocity",mughlai,high,1.0,1,Indian Rupees(Rs.)
Khan Chacha,"worldmark 1, aerocity",mughlai,medium,1.0,2,Indian Rupees(Rs.)
Pizza Hut Delivery,"worldmark 1, aerocity",italian,high,1.0,0,Indian Rupees(Rs.)
Foodhall,"worldmark 3, aerocity",bakery,high,1.0,3,Indian Rupees(Rs.)
Eat Me,yusuf sarai,north indian,medium,2.7,33,Indian Rupees(Rs.)
EDC Mania,yusuf sarai,fast food,low,3.3,39,Indian Rupees(Rs.)
Elegant China X-Press,yusuf sarai,chinese,medium,3.1,9,Indian Rupees(Rs.)
Gopala,yusuf sarai,mithai,low,3.3,28,Indian Rupees(Rs.)
Green Chick Chop,yusuf sarai,raw meats,medium,3.1,30,Indian Rupees(Rs.)
Hangchuaa's Chinese Food Corner,yusuf sarai,chinese,medium,2.7,5,Indian Rupees(Rs.)
Madhuvan Chinese Fast Food,yusuf sarai,chinese,medium,2.7,52,Indian Rupees(Rs.)
Momos House,yusuf sarai,chinese,medium,2.9,5,Indian Rupees(Rs.)
Punjab Restaurant,yusuf sarai,north indian,medium,3.2,46,Indian Rupees(Rs.)
Rhythm Restro-Bar,yusuf sarai,mughlai,high,3.0,42,Indian Rupees(Rs.)
Say Cheese,yusuf sarai,fast food,medium,2.7,128,Indian Rupees(Rs.)
Sona Restaurant,yusuf sarai,north indian,medium,3.2,30,Indian Rupees(Rs.)
Uraki,yusuf sarai,asian,medium,2.7,8,Indian Rupees(Rs.)
Wah Ji Wah,yusuf sarai,north indian,medium,3.0,25,Indian Rupees(Rs.)
Annapurna Sweets,yusuf sarai,mithai,low,3.9,109,Indian Rupees(Rs.)
Karnataka,yusuf sarai,south indian,medium,3.7,334,Indian Rupees(Rs.)
EDC Mania,yusuf sarai,fast food,low,1.0,2,Indian Rupees(Rs.)
Faeem Chicken Corner,yusuf sarai,mughlai,medium,1.0,3,Indian Rupees(Rs.)
Grills N Chills,yusuf sarai,fast food,medium,1.0,0,Indian Rupees(Rs.)
Gupta Sweets,yusuf sarai,north indian,medium,1.0,0,Indian Rupees(Rs.)
Khub Chand,yusuf sarai,raw meats,medium,1.0,1,Indian Rupees(Rs.)
OCD - Online Cake Delivery,yusuf sarai,bakery,low,1.0,1,Indian Rupees(Rs.)
Sher E Punjab,yusuf sarai,north indian,medium,1.0,1,Indian Rupees(Rs.)
Shri Balaji,yusuf sarai,south indian,low,1.0,0,Indian Rupees(Rs.)
Sidhi Cafe,yusuf sarai,street food,low,1.0,0,Indian Rupees(Rs.)
Al Hayat Bakers,zakir nagar,bakery,low,1.0,0,Indian Rupees(Rs.)
Al-Kausar's,zakir nagar,chinese,low,1.0,0,Indian Rupees(Rs.)
Alam Biryani Center,zakir nagar,biryani,low,1.0,0,Indian Rupees(Rs.)
Bismillah Hotel,zakir nagar,fast food,low,1.0,1,Indian Rupees(Rs.)
Halal Pizza Star,zakir nagar,pizza,medium,1.0,0,Indian Rupees(Rs.)
HTW Bakers,zakir nagar,bakery,medium,1.0,0,Indian Rupees(Rs.)
Javed Bawarchi Restaurant,zakir nagar,mughlai,medium,1.0,0,Indian Rupees(Rs.)
Let's Eat,zakir nagar,fast food,low,1.0,1,Indian Rupees(Rs.)
Moonis Kada,zakir nagar,mughlai,medium,1.0,0,Indian Rupees(Rs.)
Motu N Patlu,zakir nagar,lebanese,low,1.0,0,Indian Rupees(Rs.)
S.K. Fast Food,zakir nagar,chinese,medium,1.0,0,Indian Rupees(Rs.)
Sufiyan Restaurant,zakir nagar,mughlai,low,1.0,0,Indian Rupees(Rs.)
The Relax Point,zakir nagar,north indian,low,1.0,1,Indian Rupees(Rs.)
Zareen's Dastarkhwan,zakir nagar,awadhi,high,1.0,1,Indian Rupees(Rs.)
Ali Baba Caves,"ansal plaza mall, greater noida",cafe,medium,3.1,15,Indian Rupees(Rs.)
Cafí© Doo Ghoont,"ansal plaza mall, greater noida",cafe,medium,3.4,50,Indian Rupees(Rs.)
Knights Chaska,"ansal plaza mall, greater noida",north indian,high,2.9,6,Indian Rupees(Rs.)
Thirsty Scholar Cafe,"ansal plaza mall, greater noida",cafe,medium,3.2,45,Indian Rupees(Rs.)
Savoury Street,"ansal plaza mall, greater noida",north indian,medium,1.0,3,Indian Rupees(Rs.)
JSB Evergreen Snack & Sweets,brahmaputra shopping complex,north indian,medium,3.1,47,Indian Rupees(Rs.)
221 B Baker Street,brahmaputra shopping complex,bakery,low,3.5,94,Indian Rupees(Rs.)
Kapoors Balle Balle,brahmaputra shopping complex,north indian,medium,3.7,331,Indian Rupees(Rs.)
Lakshmi Coffee House,brahmaputra shopping complex,south indian,medium,3.8,603,Indian Rupees(Rs.)
Geoffrey's,"centre stage mall, sector 18",asian,high,3.0,579,Indian Rupees(Rs.)
Haldiram's,"centre stage mall, sector 18",north indian,medium,3.5,169,Indian Rupees(Rs.)
Maamouchee @ My Way,"centre stage mall, sector 18",italian,high,3.5,278,Indian Rupees(Rs.)
Americana Kitchen and Bar,"centre stage mall, sector 18",american,high,2.4,221,Indian Rupees(Rs.)
Punjabi By Nature Quickie,"dlf mall of india, sector 18,  noida",north indian,high,3.4,120,Indian Rupees(Rs.)
United Coffee House Rewind,"dlf mall of india, sector 18,  noida",north indian,high,3.4,215,Indian Rupees(Rs.)
Wow! Momo,"dlf mall of india, sector 18,  noida",tibetan,medium,2.7,212,Indian Rupees(Rs.)
Oh So Stoned!,"dlf mall of india, sector 18,  noida",desserts,low,4.5,324,Indian Rupees(Rs.)
The Big Chill Cakery,"dlf mall of india, sector 18,  noida",bakery,high,4.5,147,Indian Rupees(Rs.)
Barista,"dlf mall of india, sector 18,  noida",cafe,medium,3.5,23,Indian Rupees(Rs.)
Big Wong XL,"dlf mall of india, sector 18,  noida",chinese,high,3.9,199,Indian Rupees(Rs.)
Carl's Jr.,"dlf mall of india, sector 18,  noida",burger,medium,3.8,458,Indian Rupees(Rs.)
Chaayos,"dlf mall of india, sector 18,  noida",cafe,medium,3.9,124,Indian Rupees(Rs.)
Chi Asian Cookhouse,"dlf mall of india, sector 18,  noida",chinese,high,3.9,173,Indian Rupees(Rs.)
Costa Coffee,"dlf mall of india, sector 18,  noida",cafe,medium,3.7,64,Indian Rupees(Rs.)
Dunkin' Donuts,"dlf mall of india, sector 18,  noida",burger,medium,3.7,86,Indian Rupees(Rs.)
Instapizza,"dlf mall of india, sector 18,  noida",pizza,high,3.7,214,Indian Rupees(Rs.)
Keventers,"dlf mall of india, sector 18,  noida",beverages,medium,3.8,169,Indian Rupees(Rs.)
Pirates of Grill,"dlf mall of india, sector 18,  noida",north indian,high,3.9,749,Indian Rupees(Rs.)
Pizza Hut,"dlf mall of india, sector 18,  noida",italian,high,3.9,173,Indian Rupees(Rs.)
PizzaExpress,"dlf mall of india, sector 18,  noida",italian,high,3.9,366,Indian Rupees(Rs.)
RollsKing,"dlf mall of india, sector 18,  noida",fast food,medium,3.9,232,Indian Rupees(Rs.)
Taco Bell,"dlf mall of india, sector 18,  noida",mexican,medium,3.6,397,Indian Rupees(Rs.)
The Frozen Factory,"dlf mall of india, sector 18,  noida",ice cream,medium,3.7,22,Indian Rupees(Rs.)
Theos,"dlf mall of india, sector 18,  noida",bakery,medium,3.5,13,Indian Rupees(Rs.)
Wendy's,"dlf mall of india, sector 18,  noida",burger,medium,3.7,518,Indian Rupees(Rs.)
Zizo,"dlf mall of india, sector 18,  noida",lebanese,high,3.8,67,Indian Rupees(Rs.)
Cafe Delhi Heights,"dlf mall of india, sector 18,  noida",continental,high,4.1,567,Indian Rupees(Rs.)
Chili's Grill & Bar,"dlf mall of india, sector 18,  noida",mexican,high,4.1,750,Indian Rupees(Rs.)
Made In Punjab,"dlf mall of india, sector 18,  noida",north indian,high,4.1,322,Indian Rupees(Rs.)
Mamagoto,"dlf mall of india, sector 18,  noida",asian,high,4.3,428,Indian Rupees(Rs.)
Movenpick,"dlf mall of india, sector 18,  noida",ice cream,medium,4.0,91,Indian Rupees(Rs.)
Smaaash,"dlf mall of india, sector 18,  noida",north indian,high,4.0,121,Indian Rupees(Rs.)
SodaBottleOpenerWala,"dlf mall of india, sector 18,  noida",parsi,high,4.0,617,Indian Rupees(Rs.)
The Bento Cafe,"dlf mall of india, sector 18,  noida",asian,high,4.2,316,Indian Rupees(Rs.)
Earthen Oven - Fortune Inn Grazia,"fortune inn grazia, sector 27, noida",north indian,high,3.4,67,Indian Rupees(Rs.)
Fortune Deli -  Fortune Inn Grazia,"fortune inn grazia, sector 27, noida",chinese,high,3.2,27,Indian Rupees(Rs.)
Cafe Pipa,"ganga shopping complex, sector 29",cafe,medium,3.4,96,Indian Rupees(Rs.)
Cook Du Kdu,"ganga shopping complex, sector 29",north indian,medium,3.1,112,Indian Rupees(Rs.)
Green Chick Chop,"ganga shopping complex, sector 29",raw meats,medium,2.6,12,Indian Rupees(Rs.)
New Vishal's Kitchen,"ganga shopping complex, sector 29",north indian,medium,2.5,24,Indian Rupees(Rs.)
Samarkand,"ganga shopping complex, sector 29",north indian,high,3.3,129,Indian Rupees(Rs.)
Mirchievous,"ganga shopping complex, sector 29",north indian,medium,3.9,44,Indian Rupees(Rs.)
Pearls Regency,"ganga shopping complex, sector 29",north indian,high,3.7,330,Indian Rupees(Rs.)
The Feast Box,"ganga shopping complex, sector 29",chinese,medium,1.0,3,Indian Rupees(Rs.)
Imperfecto,"gardens galleria, sector 38 noida",mediterranean,high,3.4,299,Indian Rupees(Rs.)
Chaayos,"gardens galleria, sector 38 noida",cafe,medium,3.6,46,Indian Rupees(Rs.)
Dunkin' Donuts,"gardens galleria, sector 38 noida",burger,medium,3.7,481,Indian Rupees(Rs.)
The Smoke Factory,"gardens galleria, sector 38 noida",north indian,high,3.8,240,Indian Rupees(Rs.)
Turquoise Cottage - TC Original 1997,"gardens galleria, sector 38 noida",continental,high,3.8,240,Indian Rupees(Rs.)
Baskin Robbins,"gardens galleria, sector 38 noida",ice cream,medium,1.0,0,Indian Rupees(Rs.)
Cafe Coffee Day,"gardens galleria, sector 38 noida",cafe,medium,1.0,3,Indian Rupees(Rs.)
Dolce Gelato,"gardens galleria, sector 38 noida",ice cream,medium,1.0,1,Indian Rupees(Rs.)
Dunkin' Donuts,"gardens galleria, sector 38 noida",burger,medium,1.0,1,Indian Rupees(Rs.)
Joost Juice Bar,"gardens galleria, sector 38 noida",beverages,medium,1.0,0,Indian Rupees(Rs.)
KFC,"gardens galleria, sector 38 noida",american,medium,1.0,2,Indian Rupees(Rs.)
Pizza Hut,"gardens galleria, sector 38 noida",italian,high,1.0,0,Indian Rupees(Rs.)
Laat Saab,"gardens galleria, sector 38 noida",north indian,high,4.1,111,Indian Rupees(Rs.)
Starbucks,"gardens galleria, sector 38 noida",cafe,high,4.0,59,Indian Rupees(Rs.)
Rocket Food,golf course,north indian,medium,1.0,0,Indian Rupees(Rs.)
Aim Cafe And Restaurant,greater noida,japanese,high,3.3,19,Indian Rupees(Rs.)
Al-Swad,greater noida,north indian,medium,2.5,6,Indian Rupees(Rs.)
Anands,greater noida,chinese,medium,2.6,36,Indian Rupees(Rs.)
Bansiwala Restaurant,greater noida,north indian,low,2.5,4,Indian Rupees(Rs.)
Cafe Coffee Day,greater noida,cafe,medium,2.8,24,Indian Rupees(Rs.)
Food Tamasha & Co.,greater noida,north indian,medium,3.2,24,Indian Rupees(Rs.)
Grand Heritage Resort,greater noida,north indian,high,3.1,17,Indian Rupees(Rs.)
Green Chick Chop,greater noida,raw meats,medium,3.2,20,Indian Rupees(Rs.)
Kafe Republic,greater noida,fast food,medium,3.1,37,Indian Rupees(Rs.)
Kar C Lounge & Restaurant,greater noida,cafe,medium,2.8,16,Indian Rupees(Rs.)
Kolkata Roll Point,greater noida,fast food,low,2.8,9,Indian Rupees(Rs.)
Royal Awadh,greater noida,north indian,medium,3.0,9,Indian Rupees(Rs.)
Royal Rasoi,greater noida,north indian,medium,2.8,21,Indian Rupees(Rs.)
Royale Bakers,greater noida,bakery,low,2.8,18,Indian Rupees(Rs.)
Sahi Darbar,greater noida,north indian,medium,2.6,12,Indian Rupees(Rs.)
Taco Street,greater noida,fast food,medium,2.9,4,Indian Rupees(Rs.)
The Noodle Co,greater noida,thai,high,3.1,8,Indian Rupees(Rs.)
Veg Always,greater noida,north indian,medium,2.7,25,Indian Rupees(Rs.)
Yu Turn,greater noida,north indian,high,2.9,43,Indian Rupees(Rs.)
Zaika,greater noida,north indian,medium,2.5,10,Indian Rupees(Rs.)
Zaika,greater noida,north indian,medium,2.8,50,Indian Rupees(Rs.)
Domino's Pizza,greater noida,pizza,high,3.5,56,Indian Rupees(Rs.)
Night Food Service,greater noida,fast food,medium,3.8,80,Indian Rupees(Rs.)
Uncle's Patty,greater noida,fast food,medium,3.5,28,Indian Rupees(Rs.)
Baskin Robbins,greater noida,ice cream,medium,1.0,3,Indian Rupees(Rs.)
Evergreen Food Point,greater noida,mithai,low,1.0,2,Indian Rupees(Rs.)
Food Plaza,greater noida,north indian,medium,1.0,1,Indian Rupees(Rs.)
Giani,greater noida,ice cream,medium,1.0,0,Indian Rupees(Rs.)
Grill Inn,greater noida,fast food,medium,1.0,3,Indian Rupees(Rs.)
Hunger's Hut,greater noida,north indian,medium,1.0,3,Indian Rupees(Rs.)
Kanha Cake O' Pastry,greater noida,bakery,low,1.0,0,Indian Rupees(Rs.)
Serendipity Cafe,greater noida,cafe,medium,1.0,3,Indian Rupees(Rs.)
Spice Affair,greater noida,north indian,medium,1.0,2,Indian Rupees(Rs.)
Tandoori Junction,greater noida,north indian,medium,1.0,3,Indian Rupees(Rs.)
Tod-Bistro Cafe,greater noida,fast food,medium,1.0,1,Indian Rupees(Rs.)
Upper Deck,greater noida,north indian,high,1.0,3,Indian Rupees(Rs.)
Vadilal Ice Cream Parlour,greater noida,ice cream,low,1.0,1,Indian Rupees(Rs.)
Wich 'N' Shake,greater noida,beverages,low,1.0,2,Indian Rupees(Rs.)
Desi Galli,"harsha mall, greater noida",north indian,medium,2.9,55,Indian Rupees(Rs.)
Mr. Flavour,"harsha mall, greater noida",north indian,medium,2.7,10,Indian Rupees(Rs.)
Wah Ji Wah,"harsha mall, greater noida",north indian,medium,3.1,16,Indian Rupees(Rs.)
Indian Diners,"hotel golf view, sector 37, noida",north indian,high,3.0,7,Indian Rupees(Rs.)
Airborne,"hotel golf view, sector 37, noida",north indian,high,1.0,0,Indian Rupees(Rs.)
Vivino - Hotel Golf View,"hotel golf view, sector 37, noida",continental,high,1.0,0,Indian Rupees(Rs.)
Gravity,"jaipuria plaza, sector 26, noida",chinese,high,2.6,192,Indian Rupees(Rs.)
Kolkata Biryani House,"jaipuria plaza, sector 26, noida",north indian,medium,2.8,109,Indian Rupees(Rs.)
Rotees n More,"jaipuria plaza, sector 26, noida",north indian,medium,3.2,49,Indian Rupees(Rs.)
Saleem's Takeaway,"jaipuria plaza, sector 26, noida",north indian,medium,2.6,44,Indian Rupees(Rs.)
Sikandrabadi Biryani,"jaipuria plaza, sector 26, noida",biryani,medium,3.4,29,Indian Rupees(Rs.)
Wok N Spice,"jaipuria plaza, sector 26, noida",chinese,medium,3.1,21,Indian Rupees(Rs.)
Zaika Hindustani,"jaipuria plaza, sector 26, noida",mughlai,medium,2.7,33,Indian Rupees(Rs.)
Chanda Food,"jaipuria plaza, sector 26, noida",chinese,medium,3.6,97,Indian Rupees(Rs.)
Chhote Nawab,"jaipuria plaza, sector 26, noida",lucknowi,low,3.5,24,Indian Rupees(Rs.)
Delish BBQ,"jaipuria plaza, sector 26, noida",north indian,medium,3.9,40,Indian Rupees(Rs.)
Goli Vada Pav No. 1,"jaipuria plaza, sector 26, noida",street food,low,3.6,280,Indian Rupees(Rs.)
Happy Hakka,"jaipuria plaza, sector 26, noida",chinese,medium,3.6,582,Indian Rupees(Rs.)
Sadda Adda,"jaipuria plaza, sector 26, noida",cafe,medium,1.0,2,Indian Rupees(Rs.)
Baker's Studio - Jaypee Greens,"jaypee greens golf & spa resort, surajpur",bakery,high,3.4,29,Indian Rupees(Rs.)
Matrix - Jaypee Greens,"jaypee greens golf & spa resort, surajpur",finger food,high,3.2,20,Indian Rupees(Rs.)
Tea Lounge - Jaypee Greens,"jaypee greens golf & spa resort, surajpur",cafe,high,2.9,14,Indian Rupees(Rs.)
Paatra - Jaypee Greens,"jaypee greens golf & spa resort, surajpur",north indian,high,3.5,79,Indian Rupees(Rs.)
Cooks Cafe - Jaypee Greens,"jaypee greens, greater noida, noida",continental,high,3.3,29,Indian Rupees(Rs.)
The Butler & The Chef - Jaypee Greens,"jaypee greens, greater noida, noida",finger food,high,1.0,1,Indian Rupees(Rs.)
Burger King,"logix city centre, sector 32, noida",burger,medium,3.3,14,Indian Rupees(Rs.)
Cafe Pitacos,"logix city centre, sector 32, noida",continental,medium,3.0,18,Indian Rupees(Rs.)
Cinnabon & Auntie Anne's,"logix city centre, sector 32, noida",desserts,medium,3.1,6,Indian Rupees(Rs.)
Cocoberry,"logix city centre, sector 32, noida",desserts,medium,3.4,16,Indian Rupees(Rs.)
Hakka Haus,"logix city centre, sector 32, noida",chinese,high,3.2,6,Indian Rupees(Rs.)
Kebab Xpress,"logix city centre, sector 32, noida",north indian,medium,2.9,7,Indian Rupees(Rs.)
KFC,"logix city centre, sector 32, noida",american,medium,2.5,15,Indian Rupees(Rs.)
Mad Over Donuts,"logix city centre, sector 32, noida",desserts,medium,3.2,13,Indian Rupees(Rs.)
Ni Hao,"logix city centre, sector 32, noida",chinese,high,3.0,10,Indian Rupees(Rs.)
Pizza Hut,"logix city centre, sector 32, noida",italian,high,2.6,7,Indian Rupees(Rs.)
Subway,"logix city centre, sector 32, noida",american,medium,2.6,5,Indian Rupees(Rs.)
Time To Tea,"logix city centre, sector 32, noida",tea,medium,2.8,5,Indian Rupees(Rs.)
Vaango!,"logix city centre, sector 32, noida",south indian,medium,2.8,6,Indian Rupees(Rs.)
Biryani Blues,"logix city centre, sector 32, noida",biryani,high,3.5,18,Indian Rupees(Rs.)
Jungle Jamboree,"logix city centre, sector 32, noida",north indian,high,3.8,46,Indian Rupees(Rs.)
Keventers,"logix city centre, sector 32, noida",beverages,medium,3.5,34,Indian Rupees(Rs.)
Pita Pit,"logix city centre, sector 32, noida",healthy food,medium,3.6,20,Indian Rupees(Rs.)
Baskin Robbins,"logix city centre, sector 32, noida",ice cream,medium,1.0,1,Indian Rupees(Rs.)
Cha Cha Cha,"logix city centre, sector 32, noida",beverages,medium,1.0,3,Indian Rupees(Rs.)
Chai Thela,"logix city centre, sector 32, noida",tea,low,1.0,1,Indian Rupees(Rs.)
Costa Coffee,"logix city centre, sector 32, noida",cafe,medium,1.0,0,Indian Rupees(Rs.)
Dolce Gelato,"logix city centre, sector 32, noida",ice cream,medium,1.0,0,Indian Rupees(Rs.)
Joost Juice Bar,"logix city centre, sector 32, noida",beverages,medium,1.0,1,Indian Rupees(Rs.)
Juice Lounge,"logix city centre, sector 32, noida",juices,medium,1.0,1,Indian Rupees(Rs.)
Kings Kulfi,"logix city centre, sector 32, noida",desserts,medium,1.0,1,Indian Rupees(Rs.)
Kwality Wall's Swirl's,"logix city centre, sector 32, noida",ice cream,low,1.0,0,Indian Rupees(Rs.)
Mx Corn,"logix city centre, sector 32, noida",fast food,low,1.0,0,Indian Rupees(Rs.)
The Gaming Vegas,"logix city centre, sector 32, noida",fast food,medium,1.0,0,Indian Rupees(Rs.)
Chicago Pizza,"logix city centre, sector 32, noida",pizza,medium,2.3,8,Indian Rupees(Rs.)
Mr. Sub,"logix city centre, sector 32, noida",fast food,medium,2.3,27,Indian Rupees(Rs.)
Kwality Wall's Swirl's,"logix cyber park, sector 62, noida",ice cream,low,1.0,0,Indian Rupees(Rs.)
My Corn,"logix cyber park, sector 62, noida",fast food,low,1.0,0,Indian Rupees(Rs.)
Flluid - Mosaic Hotels,"mosaic hotels, sector 18, noida",continental,high,3.2,135,Indian Rupees(Rs.)
Latitude - Mosaic Hotels,"mosaic hotels, sector 18, noida",north indian,high,3.3,61,Indian Rupees(Rs.)
Baker's Zone,"msx mall, greater noida",bakery,low,2.9,9,Indian Rupees(Rs.)
Chakna,"msx mall, greater noida",north indian,medium,2.7,5,Indian Rupees(Rs.)
Get Set Go,"msx mall, greater noida",north indian,high,3.1,5,Indian Rupees(Rs.)
Sip & Snacks,"msx mall, greater noida",chinese,medium,3.2,6,Indian Rupees(Rs.)
The Anna,"msx mall, greater noida",chinese,medium,2.8,19,Indian Rupees(Rs.)
Kathi Junction,"msx mall, greater noida",fast food,medium,3.5,83,Indian Rupees(Rs.)
Golden Chaat,"msx mall, greater noida",fast food,low,1.0,2,Indian Rupees(Rs.)
Malt n Brew,"park ascent, sector 62, noida",north indian,high,1.0,0,Indian Rupees(Rs.)
Cakewalk - Park Plaza,"park plaza hotel, sector 55, noida",bakery,medium,3.4,25,Indian Rupees(Rs.)
New Town Lounge - Park Plaza,"park plaza hotel, sector 55, noida",continental,high,3.2,32,Indian Rupees(Rs.)
New Town Cafe - Park Plaza,"park plaza hotel, sector 55, noida",continental,high,4.1,228,Indian Rupees(Rs.)
S-18 - Radisson Blu,"radisson blu, sector 18, noida",mediterranean,high,3.5,218,Indian Rupees(Rs.)
Foodicious,sector 1,fast food,medium,1.0,0,Indian Rupees(Rs.)
Rasoi Dil Se,sector 1,north indian,medium,1.0,2,Indian Rupees(Rs.)
Chip Chap Shahi Corner,sector 10,north indian,low,2.9,12,Indian Rupees(Rs.)
Mother's Kitchen,sector 10,north indian,low,2.9,6,Indian Rupees(Rs.)
Food Express,sector 10,north indian,medium,1.0,2,Indian Rupees(Rs.)
Lemonier,sector 10,bakery,low,1.0,0,Indian Rupees(Rs.)
Punjabi Zaika,sector 10,north indian,low,1.0,0,Indian Rupees(Rs.)
Robins Sweets & Restaurant,sector 10,north indian,medium,1.0,1,Indian Rupees(Rs.)
TBH äóñ To Be Healthy,sector 10,juices,medium,4.0,76,Indian Rupees(Rs.)
Mehfill,sector 11,north indian,medium,2.7,90,Indian Rupees(Rs.)
Punjabi Pakwaan,sector 11,north indian,high,3.3,34,Indian Rupees(Rs.)
